Version,Filename,NR,NAUTHORS,LOC,LOC_ADDED,AVGLOCADDED,MAXLOCADDED,LOCTOUCHED,CHURN,AVGCHURN,MAXCHURN,NPBM,NPVM,NSM,NAM,LOCM,BUGGY
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java,3,3,92,99,33.0,90,106,2,0.6666667,2,1,0,0,1,21,NO
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java,3,2,75,83,27.666666,74,91,1,0.33333334,1,1,0,0,1,27,NO
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,6,3,188,203,33.833332,178,218,10,1.6666666,6,4,2,1,7,20,NO
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,3,2,118,122,40.666668,116,126,2,0.6666667,1,2,0,0,2,41,NO
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java,1,1,55,55,55.0,55,55,0,0.0,0,1,0,0,1,19,NO
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,4,3,154,177,44.25,163,200,11,2.75,10,3,1,0,4,59,NO
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java,4,3,114,133,33.25,88,152,26,6.5,25,4,1,0,5,34,NO
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java,5,3,120,131,26.2,117,142,3,0.6,1,2,0,1,3,19,NO
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,3,3,63,68,22.666666,60,73,3,1.0,3,2,0,0,2,16,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,1,1,72,72,72.0,72,72,0,0.0,0,3,0,0,3,32,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,1,1,42,42,42.0,42,42,0,0.0,0,3,0,0,3,31,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,3,2,48,56,18.666666,48,64,0,0.0,0,1,0,0,1,33,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,2,2,63,67,33.5,63,71,0,0.0,0,2,0,0,2,43,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,2,2,237,257,128.5,237,277,0,0.0,0,11,0,0,11,175,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,3,2,133,139,46.333332,133,145,0,0.0,0,4,0,0,4,21,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,4,2,137,150,37.5,136,163,1,0.25,1,3,0,0,3,22,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,3,2,177,181,60.333332,176,185,1,0.33333334,1,8,2,1,10,28,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,2,2,46,47,23.5,46,48,0,0.0,0,0,0,0,0,16,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,5,3,128,137,27.4,127,146,1,0.2,1,2,0,2,3,22,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,3,2,149,152,50.666668,148,155,1,0.33333334,1,12,0,0,13,60,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,2,2,58,59,29.5,58,60,0,0.0,0,1,0,0,1,26,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,2,2,149,152,76.0,149,155,0,0.0,0,2,0,0,2,55,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,2,2,74,78,39.0,74,82,0,0.0,0,5,0,0,5,20,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,1,1,37,37,37.0,37,37,0,0.0,0,0,0,0,0,20,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,2,2,38,40,20.0,38,42,0,0.0,0,0,0,0,0,21,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,2,2,39,40,20.0,39,41,0,0.0,0,0,0,0,0,21,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,4,2,96,107,26.75,95,118,1,0.25,1,3,0,0,3,34,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,3,2,88,91,30.333334,87,94,1,0.33333334,1,4,0,0,4,34,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,4,2,71,78,19.5,70,85,1,0.25,1,1,0,0,1,24,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,4,2,114,123,30.75,113,132,1,0.25,1,3,1,0,4,39,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,6,3,336,414,69.0,329,492,7,1.1666666,3,5,0,0,7,144,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,4,2,84,93,23.25,83,102,1,0.25,1,1,0,0,1,28,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java,3,2,58,63,21.0,58,68,0,0.0,0,1,0,0,1,18,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,4,2,123,130,32.5,122,137,1,0.25,1,1,0,0,1,47,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,1,1,369,369,369.0,369,369,0,0.0,0,16,1,4,19,139,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,5,2,231,243,48.6,224,255,7,1.4,6,3,0,0,5,86,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,4,2,586,645,161.25,585,704,1,0.25,1,21,3,0,29,170,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java,5,2,366,390,78.0,365,414,1,0.2,1,9,0,0,9,128,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java,4,2,99,108,27.0,98,117,1,0.25,1,1,0,0,1,36,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,1,1,41,41,41.0,41,41,0,0.0,0,0,0,0,1,16,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,2,2,66,79,39.5,65,92,1,0.5,1,5,0,0,7,18,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,3,3,54,55,18.333334,45,56,9,3.0,9,2,0,0,2,24,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,2,2,47,51,25.5,47,55,0,0.0,0,2,0,0,2,31,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,4,3,183,203,50.75,185,223,2,0.5,2,15,1,7,16,59,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,1,1,49,49,49.0,49,49,0,0.0,0,2,0,2,2,15,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,1,1,50,50,50.0,50,50,0,0.0,0,2,0,0,2,15,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,2,2,98,100,50.0,97,102,1,0.5,1,4,0,2,5,15,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,1,1,138,138,138.0,138,138,0,0.0,0,9,0,1,9,46,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,1,1,43,43,43.0,43,43,0,0.0,0,3,0,2,3,15,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java,1,1,42,42,42.0,42,42,0,0.0,0,2,0,0,2,15,NO
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java,1,1,56,56,56.0,56,56,0,0.0,0,3,0,3,3,19,NO
4.0.0,hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java,2,2,51,52,26.0,51,53,0,0.0,0,2,0,1,2,29,NO
4.0.0,hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java,1,1,41,41,41.0,41,41,0,0.0,0,1,0,0,1,15,NO
4.0.0,hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java,2,2,104,111,55.5,104,118,0,0.0,0,8,0,0,8,16,NO
4.0.0,hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java,1,1,54,54,54.0,54,54,0,0.0,0,2,0,0,2,16,NO
4.0.0,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,2,2,162,163,81.5,162,164,0,0.0,0,4,0,1,4,25,NO
4.0.0,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,2,2,6367,12222,6111.0,6127,18077,272,136.0,272,432,28,66,460,146,NO
4.0.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,2,2,153,155,77.5,153,157,0,0.0,0,6,0,6,6,30,NO
4.0.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,1,1,43,43,43.0,43,43,0,0.0,0,2,0,2,2,18,NO
4.0.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,2,2,41,42,21.0,41,43,0,0.0,0,2,0,2,2,19,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,3,2,105,155,51.666668,104,205,1,0.33333334,1,3,0,0,5,17,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,5,3,105,148,29.6,103,191,2,0.4,1,3,0,1,3,15,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,4,3,92,126,31.5,91,160,1,0.25,1,3,0,1,3,15,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java,3,2,101,151,50.333332,100,201,1,0.33333334,1,3,0,1,3,18,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,1,1,45,45,45.0,45,45,0,0.0,0,1,0,1,1,17,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,2,2,289,290,145.0,289,291,0,0.0,0,33,0,0,37,50,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,2,2,32,35,17.5,31,38,1,0.5,1,1,0,0,1,15,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java,1,1,111,111,111.0,111,111,0,0.0,0,5,0,0,7,18,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java,2,2,35,36,18.0,35,37,0,0.0,0,0,0,0,0,17,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,1,1,81,81,81.0,81,81,0,0.0,0,5,0,0,5,16,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,1,1,27,27,27.0,27,27,0,0.0,0,3,0,0,3,15,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java,1,1,28,28,28.0,28,28,0,0.0,0,2,0,0,2,15,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,2,2,29,30,15.0,29,31,0,0.0,0,2,0,0,2,15,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,4,3,566,600,150.0,561,634,5,1.25,4,26,0,0,33,147,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,2,2,64,80,40.0,64,96,0,0.0,0,4,0,0,4,15,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,2,2,29,30,15.0,29,31,0,0.0,0,1,0,0,1,19,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,2,2,64,65,32.5,64,66,0,0.0,0,3,0,0,3,15,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,2,2,37,40,20.0,37,43,0,0.0,0,1,0,0,1,23,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,2,2,68,79,39.5,68,90,0,0.0,0,3,0,0,3,15,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,3,2,154,165,55.0,153,176,1,0.33333334,1,4,0,0,4,30,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,2,2,72,73,36.5,72,74,0,0.0,0,3,0,0,3,15,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,6,3,385,400,66.666664,364,415,21,3.5,14,6,0,2,12,67,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,2,2,76,78,39.0,76,80,0,0.0,0,1,0,0,1,29,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,3,2,159,163,54.333332,158,167,1,0.33333334,1,7,0,1,7,29,NO
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,3,2,737,886,295.33334,736,1035,1,0.33333334,1,23,2,0,28,117,NO
